N°,Rev.,Uso Frecuente,Descripción del Activo Fijo,Instrumento (Especificación),Código de inventario del Activo Fijo (Etiqueta) o LEO,Campus/Sede donde se encuentra físicamente el Activo Fijo,Departamento al que pertenece el Activo Fijo,Ubicación del Activo Fijo,RUT usuario responsable del Activo Fijo,Nombre del usuario responsable del Activo Fijo,Estado del Activo Fijo,Marca,Modelo,Serie,Fecha ingreso,Etiqueta USM,Comentarios,Código de inventario del Activo Fijo en Orden Aldabético
473,Disponible,Sí,Osciloscopio,Osciloscopio de señal mixta 60 Mhz,LEO-358,Casa Central,Electrónica,Sala B 360,,Uso general ,Operativo,Agilent,54621D,MY40000730,2002-09-30 00:00:00,-,,LEO-0358
474,Disponible,Sí,Osciloscopio,Osciloscopio de señal mixta 60 Mhz,LEO-359,Casa Central,Electrónica,Sala B 360,,Uso general ,Operativo,Agilent,54621D,MY40000735,2002-09-30 00:00:00,-,,LEO-0359
475,Disponible,No,Osciloscopio,Osciloscopio de señal mixta 60 Mhz,LEO-360,Casa Central,Electrónica,Sala B 028,,Personal de Taller,Inoperativo,Agilent,54621D,MY40000732,2002-09-30 00:00:00,-,,LEO-0360
476,Disponible,Sí,Osciloscopio,Osciloscopio de señal mixta 60 Mhz,LEO-361,Casa Central,Electrónica,Sala B 360,,Uso general ,Operativo,Agilent,54621D,MY40001121,2002-09-30 00:00:00,-,,LEO-0361
477,Disponible,Sí,Osciloscopio,Osciloscopio de señal mixta 60 Mhz,LEO-362,Casa Central,Electrónica,Sala B 360,,Uso general ,Operativo,Agilent,54621D,-,-,-,,LEO-0362
478,Disponible,Sí,Osciloscopio,Osciloscopio de señal mixta 60 Mhz,LEO-363,Casa Central,Electrónica,Sala B 360,,Uso general ,Operativo,Agilent,54621D,MY40001124,2002-09-30 00:00:00,-,,LEO-0363
479,Disponible,No,Analizador,Analizador Lógico,LEO-364,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,Agilent,1693A,MY4000618,2002-09-30 00:00:00,,,LEO-0364
480,Disponible,Sí,Osciloscopio,Osciloscopio de señal mixta 60 Mhz,LEO-365,Casa Central,Electrónica,Sala B 360,,Uso general ,Operativo,Agilent,54621D,MY40000736,2002-09-30 00:00:00,-,,LEO-0365
481,Disponible,No,Analizador,Analizador Lógico,LEO-366,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,Agilent,1693A,MY4000615,2002-10-01 00:00:00,-,,LEO-0366
482,Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-367,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ASUS,PCI-1394C,18CK087625,2002-10-01 00:00:00,-,,LEO-0367
483,Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-368,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ASUS,PCI-1394C,18CK087636,2002-10-01 00:00:00,-,,LEO-0368
484,Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-369,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ASUS,PCI-1394C,18CK073084,2002-10-01 00:00:00,-,,LEO-0369
485,Prestado,Sí,Tarjeta PC-1394C,Tarjeta de Video,LEO-370,Casa Central,Electrónica,Profesor Leopoldo Silva ,,Uso general ,Operativo,ASUS,PCI-1394C,18CK073085,2002-10-01 00:00:00,-,,LEO-0370
486,No Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-371,Casa Central,Electrónica,-,,Uso general ,-,ASUS,PCI-1394C,18CK073094,2002-10-01 00:00:00,-,,LEO-0371
487,Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-372,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ASUS,PCI-1394C,18CK087593,2002-10-01 00:00:00,-,,LEO-0372
488,Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-373,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ASUS,PCI-1394C, 18CK087591,2002-10-01 00:00:00,-,,LEO-0373
489,Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-374,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ASUS,PCI-1394C,18CK087632,2002-10-01 00:00:00,-,,LEO-0374
490,Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-375,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ASUS,PCI-1394C,18CK087622,2002-10-01 00:00:00,-,,LEO-0375
491,Disponible,No,Tarjeta PC-1394C,Tarjeta de Video,LEO-376,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ASUS,PCI-1394C, 18CK073078,2002-10-01 00:00:00,-,,LEO-0376
492,Disponible,No,Kit de Comunicación,Equipo de acceso remoto(RAD),LEO-377,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Meridian,NT8B80AQ-93,NNTM84556V37,2002-10-09 00:00:00,-,,LEO-0377
493,Disponible,No,Kit de Comunicación,Grabador de mensaje(SMDR6),LEO-378,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Nortel,NT8B95AC,NNTM8455LRIL,2002-10-09 00:00:00,-,,LEO-0378
494,Prestado,Sí,Osciloscopio,Osciloscopio 60 Mhz,LEO-379,Casa Central,Electrónica,Alumno Jaime Ampuero,,Uso general ,Operativo,Agilent Technologies,54641A,MY42000239,2002-10-17 00:00:00,-,,LEO-0379
495,Prestado,Sí,Kit de Comunicación,Receptor de 500-2500,LEO-380,Casa Central,Electrónica,Profesor Héctor Carrasco,,Uso general ,Operativo,USM,USM,-,2002-10-18 00:00:00,-,,LEO-0380
496,Disponible,No,Teléfono,Unidad móvil para sistema telefónico inalámbrico digital,LEO-381,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SIEMENS,gigaset 1000S,-,2003-01-06 00:00:00,-,,LEO-0381
497,Disponible,No,Teléfono,Transformador y base para unidad móvil,LEO-382,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SIEMENS,Gigaset 1000L,-,2003-01-06 00:00:00,-,,LEO-0382
498,Prestado,Sí,Servo,Servomotor AC,LEO-383,Casa Central,Electrónica,Sala B 359B,,Uso general ,Operativo,EUROTHERM ANTRIBE,D-76669,0244-2162,2003-01-06 00:00:00,-,,LEO-0383
499,Prestado,Sí,Multímetro,Multitester digital,LEO-384,Casa Central,Electrónica,Profesor Daniel Rodriguez,,Uso general ,Operativo,Fujitel,M890G,8445194,2003-02-24 00:00:00,-,,LEO-0384
500,Baja,No,Multímetro,Multitester digital,LEO-385,Baja,Baja,Baja,,Baja,Baja DGAF-372/2007,Fujitel,M890G,8445236,2003-02-24 00:00:00,-,,LEO-0385
501,Prestado,Sí,Multímetro,Multitester digital,LEO-386,Casa Central,Electrónica,Alumno Cristobal Nettle,,Uso general ,Operativo,Fujitel,M890G,8445242,2003-02-24 00:00:00,-,,LEO-0386
502,Prestado,Sí,Multímetro,Multitester digital,LEO-387,Casa Central,Electrónica,Alumno Miguel Solis,,Uso general ,Operativo,Fujitel,M890G,8445311,2003-02-24 00:00:00,-,,LEO-0387
503,Disponible,No,Multímetro,Multitester digital,LEO-388,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,Fujitel,M890G,8445377,2003-02-24 00:00:00,-,,LEO-0388
504,Disponible,No,Multímetro,Multitester digital,LEO-389,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,Fujitel,M890G,8445393,2003-02-24 00:00:00,-,,LEO-0389
505,Disponible,No,Multímetro,Multitester digital,LEO-390,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,Fujitel,M890G,8445400,2003-02-24 00:00:00,-,,LEO-0390
506,Baja,No,Multímetro,Multitester digital,LEO-391,Baja,Baja,Baja,,Baja,Baja DGAF-372/2007,Fujitel,M890G,8445411,2003-02-24 00:00:00,-,,LEO-0391
507,Disponible,No,Multímetro,Multitester digital,LEO-392,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,Fujitel,M890G,8445451,2003-02-24 00:00:00,-,,LEO-0392
508,Disponible,No,Multímetro,Multitester digital,LEO-393,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,Fujitel,M890G,8445480,2003-02-24 00:00:00,-,,LEO-0393
509,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-394,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700127,2003-02-27 00:00:00,-,,LEO-0394
510,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-395,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700133,2003-02-27 00:00:00,-,,LEO-0395
511,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-396,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700130,2003-02-27 00:00:00,-,,LEO-0396
512,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-397,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700125,2003-02-27 00:00:00,-,,LEO-0397
513,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-398,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700122,2003-02-27 00:00:00,-,,LEO-0398
514,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-399,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700137,2003-02-27 00:00:00,-,,LEO-0399
515,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-400,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700151,2003-02-27 00:00:00,-,,LEO-0400
516,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-401,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020413379,2003-02-27 00:00:00,-,,LEO-0401
517,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-402,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700152,2003-02-27 00:00:00,-,,LEO-0402
518,No Disponible,No,Tarjeta de Red,Tarjeta de red inalámbrica PCMCIA,LEO-403,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-650,20020700140,2003-02-27 00:00:00,-,,LEO-0403
519,Disponible,No,Gateway voice/IP,Gateway voice/IP,LEO-404,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Multitech,MVP-210,2727340,2003-03-06 00:00:00,-,,LEO-0404
520,Disponible,No,Gateway voice/IP,Gateway voice/IP,LEO-405,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Multitech,MVP-210,2727341,2003-03-06 00:00:00,-,,LEO-0405
521,Disponible,No,Gateway voice/IP,Gateway voice/IP,LEO-406,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Multitech,MVP-210,2727339,2003-03-06 00:00:00,-,,LEO-0406
522,Disponible,No,Kit de Comunicación,Sistema yellowjacket (wireless),LEO-407,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Berkeley,-,221180,2003-03-13 00:00:00,-,,LEO-0407
523,Prestado,Sí,Micrófono,Sistema de microfono inalámbrico UHF,LEO-408,Casa Central,Electrónica,Profesor Agustín González,,Uso general ,Operativo,Audio-technica,ATW-R600,1303750,2003-03-18 00:00:00,-,,LEO-0408
524,Disponible,No,Tripode,Tripode,LEO-409,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Canon,CVP-2000,-,2003-03-18 00:00:00,-,,LEO-0409
525,Disponible,No,Cámara,Cámara grabadora de video digital 8 mm,LEO-410,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Sony,DCR-TRV340,1874176,2003-03-18 00:00:00,-,,LEO-0410
526,No Disponible,No,Medidor,Sistema de medición de potencia,LEO-411,Casa Central,Electrónica,-,,Uso general ,-,Frankonia,PMS-1080,108A3120,2003-03-18 00:00:00,-,,LEO-0411
527,Disponible,No,Kit Tarjetas y Protoboard,Conjunto de tarjeta Xilin con 2 proto boards y fuente de pc,LEO-412,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,-,-,2003-03-16 00:00:00,-,,LEO-0412
528,Disponible,No,Kit Tarjetas y Protoboard,Conjunto de tarjeta Xilin con 2 proto boards y fuente de pc,LEO-413,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,-,-,2003-03-16 00:00:00,-,,LEO-0413
529,Disponible,No,Adaptador de Teléfono,Adaptador de teléfono análogo,LEO-414,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Cisco systems,Cisco ATA 186,INM0641D1AQ,2003-05-02 00:00:00,-,,LEO-0414
530,Disponible,No,Adaptador de Teléfono,Adaptador de teléfono análogo,LEO-415,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Cisco systems,Cisco ATA 186,INM0641D0LY,2003-05-02 00:00:00,-,,LEO-0415
531,Disponible,No,Adaptador de Teléfono,Adaptador de teléfono análogo,LEO-416,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Cisco systems,Cisco ATA 186,INM0641D2GX,2003-05-02 00:00:00,-,,LEO-0416
532,Disponible,No,Sistema de Monitoreo (CT),Monitor de servicios de comunicación,LEO-417,Casa Central,Electrónica,Sala B 028,,Personal de Taller,Operativo,CT Systems,3000S,89392024,2003-05-12 00:00:00,-,,LEO-0417
533,Disponible,No,Control Remoto,Unidad de control remoto (proyector boole),LEO-418,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Panasonic,ET-RM100,-,2003-06-11 00:00:00,-,,LEO-0418
534,Disponible,No,Tarjeta de desarrollo,Tarjeta EZDSP para TMS320F240X/TMS320F2812,LEO-419,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,03/05-B303,2003-07-06 00:00:00,-,,LEO-0419
535,Disponible,No,Tarjeta de desarrollo,Tarjeta EZDSP para TMS320F240X/TMS320F2812,LEO-420,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,03/06-A075,2003-07-06 00:00:00,-,,LEO-0420
536,Disponible,No,Tarjeta de desarrollo,Tarjeta EZDSP para TMS320F240X/TMS320F2812,LEO-421,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,03/05-B302,2003-07-06 00:00:00,-,,LEO-0421
537,Disponible,No,Tarjeta de desarrollo,Tarjeta EZDSP para TMS320F240X/TMS320F2812,LEO-422,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,03/05/B297,2003-07-06 00:00:00,-,,LEO-0422
538,Disponible,No,Tarjeta de desarrollo,Tarjeta ADSP-21160 M,LEO-423,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,ANALOG DEVICE,ADSP-21160,LT5000-21447,2003-08-06 00:00:00,-,,LEO-0423
539,Disponible,No,Teléfono,Teléfono digital,LEO-424,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Alcatel,5066024-01,TTN2,2003-09-02 00:00:00,-,,LEO-0424
540,Disponible,No,Teléfono,Teléfono digital,LEO-425,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Alcatel,5066024-01,TTN2,2003-09-02 00:00:00,-,,LEO-0425
541,Disponible,No,Gateway voice/IP,Gateway voice/IP,LEO-426,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,INNOVAPHONE,IP400,00-90-33-00-06-d0,2003-09-02 00:00:00,-,,LEO-0426
542,Disponible,No,Gateway voice/IP,Gateway voice/IP,LEO-427,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,INNOVAPHONE,IP400,00-90-33-00-03-cd,2003-09-02 00:00:00,-,,LEO-0427
543,Disponible,No,Medidor,Medidor de corriente monofásico,LEO-428,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,imatronix,de 100A y 33A,-,2003-09-02 00:00:00,-,,LEO-0428
544,Disponible,No,Medidor,Medidor de corriente monofásico,LEO-429,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,imatronix,de 100A y 33A,-,2003-09-02 00:00:00,-,,LEO-0429
545,Disponible,No,Medidor,Medidor de corriente monofásico,LEO-430,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,de 100A y 30A,-,2003-09-02 00:00:00,-,,LEO-0430
546,Disponible,No,Medidor,Medidor de corriente monofásico,LEO-431,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,de 100A y 30A,-,2003-09-02 00:00:00,-,,LEO-0431
547,Disponible,No,Medidor,Medidor de corriente TRIFÁSICO,LEO-432,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,de 100A y 30A,-,2003-09-02 00:00:00,-,,LEO-0432
548,Disponible,No,Medidor,Medidor de corriente TRIFÁSICO,LEO-433,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,de 100A y 30A,-,2003-09-02 00:00:00,-,,LEO-0433
549,No Disponible,No,Switch (Red de datos),Switch 16 puertas 10/100Mbps,LEO-434,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DES-1016D,B21X234008945,2003-09-04 00:00:00,,,LEO-0434
550,No Disponible,No,Puntero,Puntero láser,LEO-435,Casa Central,Electrónica,-,,Uso general ,-,Apollo,-,20021205140,2003-09-23 00:00:00,,,LEO-0435
551,Disponible,No,Fuente de Poder,Fuente de poder switching para laboratorio,LEO-436,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,USM,USM,-,2003-09-03 00:00:00,-,,LEO-0436
552,Disponible,No,Fuente de Poder,Fuente de poder switching para laboratorio,LEO-437,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,USM,USM,USM,2003-09-03 00:00:00,-,,LEO-0437
553,Disponible,No,Fuente de Poder,Fuente de poder switching Ericsson,LEO-438,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,USM,USM,USM,2003-09-03 00:00:00,-,,LEO-0438
554,Disponible,No,Fuente de Poder,Fuente de poder switching Ericsson,LEO-439,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,USM,USM,USM,2003-09-03 00:00:00,-,,LEO-0439
555,No Disponible,No,Cámara,Cámara digital,LEO-440,Casa Central,Electrónica,-,,Uso general ,-,Fujifilm,M603,3JL14482,2003-10-08 00:00:00,-,,LEO-0440
556,No Disponible,No,Access Point,Punto de acceso inalámbrico,LEO-441,Casa Central,Electrónica,-,,Uso general ,-,D-Link,DWL-900AP+,BN12334021130,2003-10-08 00:00:00,-,,LEO-0441
557,Disponible,No,Cámara,Cámara fotográfica digital,LEO-442,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Sony,DSC-P72,1502279,2003-10-09 00:00:00,-,,LEO-0442
558,Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-443,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2004-03-23 00:00:00,-,,LEO-0443
559,Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-444,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2004-03-23 00:00:00,-,,LEO-0444
560,Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-445,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2004-03-23 00:00:00,-,,LEO-0445
561,Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-446,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2004-03-23 00:00:00,-,,LEO-0446
562,No Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-447,Casa Central,Electrónica,-,,Uso general ,-,USM,Fuente de PC,-,2004-03-26 00:00:00,-,,LEO-0447
563,Disponible,No,Servo,GWS servo,LEO-448,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0448
564,Disponible,No,Servo,GWS servo,LEO-449,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0449
565,Disponible,No,Servo,GWS servo,LEO-450,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0450
566,No Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-450,Casa Central,Electrónica,-,,Uso general ,-,USM,Fuente de PC,-,-,-,,LEO-0450
567,Disponible,No,Servo,GWS servo,LEO-451,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0451
568,No Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-451,Casa Central,Electrónica,-,,Uso general ,-,USM,Fuente de PC,-,-,-,,LEO-0451
569,Disponible,No,Servo,GWS servo,LEO-452,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0452
570,Disponible,No,Servo,GWS servo,LEO-453,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0453
571,Disponible,No,Servo,GWS servo,LEO-454,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0454
572,Disponible,No,Servo,GWS servo,LEO-455,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0455
573,No Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-455,Casa Central,Electrónica,-,,Uso general ,-,USM,Fuente de PC,-,-,-,,LEO-0455
574,Disponible,No,Servo,GWS servo,LEO-456,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0456
575,No Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-456,Casa Central,Electrónica,-,,Uso general ,-,USM,Fuente de PC,-,-,-,,LEO-0456
576,Disponible,No,Servo,GWS servo,LEO-457,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0457
577,Disponible,No,Servo,GWS servo,LEO-458,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0458
578,Disponible,No,Servo,GWS servo,LEO-459,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Gwinstek,S03N 2BB,-,2004-04-29 00:00:00,-,,LEO-0459
579,Disponible,No,Tarjeta de desarrollo,EZDSP,LEO-460,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,04/06-B116,2004-07-23 00:00:00,-,,LEO-0460
580,Disponible,No,Tarjeta de desarrollo,EZDSP,LEO-461,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,04/06-B379,2004-07-23 00:00:00,-,,LEO-0461
581,Baja,No,Proyector,Proyector,LEO-462,Baja,Baja,Baja,,Baja,DAF01.2025-ELECTRONICA,Philips,LL4650(G),WR039925006119,2004-08-26 00:00:00,-,,LEO-0462
582,Prestado,Sí,Sonda de Corriente,AC/DC current probe Ppr 30,LEO-463,Casa Central,Electrónica,Alumno Carlos Rousser,,Uso general ,Operativo,Lem Heme Limited,837-161,P03024513330,2004-08-26 00:00:00,-,,LEO-0463
583,Prestado,Sí,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-464,Casa Central,Electrónica,Profesor Samir Kouro,,Uso general ,Operativo,AEMC instruments,DP-25,03G22319,2004-08-26 00:00:00,-,,LEO-0464
584,Disponible,No,Medidor,Medidor de corriente monofásico,LEO-465,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Imatronix, 100A y 33A,-,2004-08-30 00:00:00,-,,LEO-0465
585,Prestado,Sí,Analizador,Analizador de espectro fsh6 ,LEO-466,Casa Central,Electrónica,Sala B 357,,Uso general ,Operativo,ROHDE & SCHWARZ,FSH6,100117,2004-09-01 00:00:00,-,,LEO-0466
586,Baja,No,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-467,Baja,Baja,Baja,,Baja,DAF01.2025-ELECTRONICA,AEMC instruments,DP-25,03G22422,2004-09-03 00:00:00,-,,LEO-0467
587,No Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3 +5 +9 +12,LEO-468,Casa Central,Electrónica,-,,Uso general ,-,USM,Fuente de PC,-,2004-09-21 00:00:00,-,,LEO-0468
588,Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3.3 +5 +9 +12,LEO-469,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2004-09-21 00:00:00,-,,LEO-0469
589,Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3.3 +5 +9 +12,LEO-470,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2004-09-21 00:00:00,-,,LEO-0470
590,Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3.3 +5 +9 +12,LEO-471,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2004-09-21 00:00:00,-,,LEO-0471
591,Disponible,No,Fuente de Poder,Fuente de poder switching cuadruple +3.3 +5 +9 +12,LEO-472,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2004-09-21 00:00:00,-,,LEO-0472
592,Disponible,No,Tarjeta de desarrollo,Tarjeta EZDSP para TMS320F240X/TMS320F2812,LEO-473,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,03/05-B303,2004-10-12 00:00:00,-,,LEO-0473
593,No Disponible,No,Kit Programador,Kit de JTAG y MSP con cable de interfase,LEO-474,Casa Central,Electrónica,-,,Uso general ,-,USM,USM,-,2004-01-13 00:00:00,-,,LEO-0474
594,No Disponible,No,Kit Programador,Kit de JTAG y MSP con cable de interfase,LEO-475,Casa Central,Electrónica,-,,Uso general ,-,USM,USM,-,2004-01-13 00:00:00,-,,LEO-0475
